chem,gene,Column1,disease,gene_product,#_chem-gene_product_Pubmed_Abstracts,#_gene_product-disease_Pubmed_Abstracts,#_chem-disease_Pubmed_Abstracts,#_chem-gene_product-disease_Pubmed_Abstracts,Metal PDB ID
cobalt(2+),CAB39,,Chronic fatigue,calcium binding protein 39,4,1,2,0,
cobalt(2+),CAB39,,NLRP3 inflammasome complex,calcium binding protein 39,4,0,1,0,
cobalt(2+),CAB39,,Tinnitus,calcium binding protein 39,4,0,5,0,
cobalt(2+),CAB39,,cardiomyopathy,calcium binding protein 39,4,36,49,0,
cobalt(2+),CAB39,,heart failure,calcium binding protein 39,4,31,83,0,
cobalt(2+),CAB39,,hypothyroidism,calcium binding protein 39,4,4,23,0,
cobalt(2+),CAB39,,innate immune response,calcium binding protein 39,4,18,46,0,
cobalt(2+),CAB39,,melanoma,calcium binding protein 39,4,51,119,0,
cobalt(2+),CAB39,,prostate cancer,calcium binding protein 39,4,22,116,0,
nickel,CALR,,Localized skin lesion,calreticulin,4,1,2,0,
nickel,CALR,,NLRP3 inflammasome complex,calreticulin,4,1,2,0,
nickel,CALR,,allergic contact dermatitis,calreticulin,4,0,1920,0,
nickel,CALR,,anaplastic large cell lymphoma,calreticulin,4,1,0,0,
nickel,CALR,,innate immune response,calreticulin,4,217,145,0,
nickel,CALR,,periprosthetic osteolysis,calreticulin,4,0,5,0,
nickel,CALR,,prostate cancer,calreticulin,4,43,141,0,
nickel,CALR,,squamous cell carcinoma,calreticulin,4,34,83,0,
nickel,CD80,,NLRP3 inflammasome complex,CD80 molecule,4,0,2,0,
nickel,CD80,,allergic contact dermatitis,CD80 molecule,4,6,1920,1,
nickel,CD80,,innate immune response,CD80 molecule,4,134,145,1,
nickel,CD80,,metal allergy,CD80 molecule,4,4,2517,1,
nickel,CD80,,prostate cancer,CD80 molecule,4,14,141,0,
nickel,CHPT1,,NLRP3 inflammasome complex,choline phosphotransferase 1,4,0,2,0,
nickel,CHPT1,,innate immune response,choline phosphotransferase 1,4,12,145,0,
nickel,CHPT1,,prostate cancer,choline phosphotransferase 1,4,17,141,0,
nickel,CHPT1,,squamous cell carcinoma,choline phosphotransferase 1,4,7,83,0,
nickel,IGF2,,Localized skin lesion,insulin like growth factor 2,4,0,2,0,
nickel,IGF2,,NLRP3 inflammasome complex,insulin like growth factor 2,4,1,2,0,
nickel,IGF2,,allergic contact dermatitis,insulin like growth factor 2,4,0,1920,0,
nickel,IGF2,,innate immune response,insulin like growth factor 2,4,33,145,0,
nickel,IGF2,,periprosthetic osteolysis,insulin like growth factor 2,4,0,5,0,
nickel,IGF2,,prostate cancer,insulin like growth factor 2,4,310,141,0,
nickel,IGF2,,squamous cell carcinoma,insulin like growth factor 2,4,139,83,0,
nickel,SOD1,,NLRP3 inflammasome complex,superoxide dismutase 1,4,2,2,0,
nickel,SOD1,,allergic contact dermatitis,superoxide dismutase 1,4,0,1920,0,
nickel,SOD1,,anaplastic large cell lymphoma,superoxide dismutase 1,4,0,0,0,
nickel,SOD1,,innate immune response,superoxide dismutase 1,4,58,145,0,
nickel,SOD1,,periprosthetic osteolysis,superoxide dismutase 1,4,0,5,0,
nickel,SOD1,,prostate cancer,superoxide dismutase 1,4,12,141,0,
nickel,SOD1,,squamous cell carcinoma,superoxide dismutase 1,4,3,83,0,
nickel,THBS1,,NLRP3 inflammasome complex,thrombospondin 1,4,0,2,0,
nickel,THBS1,,allergic contact dermatitis,thrombospondin 1,4,1,1920,0,
nickel,THBS1,,innate immune response,thrombospondin 1,4,58,145,0,
nickel,THBS1,,periprosthetic osteolysis,thrombospondin 1,4,0,5,0,
nickel,THBS1,,prostate cancer,thrombospondin 1,4,74,141,0,
nickel,THBS1,,squamous cell carcinoma,thrombospondin 1,4,50,83,0,
chromium(6+),XRCC1,,melanoma,X-ray repair cross complementing 1,4,19,47,0,
nickel,ABCG1,,NLRP3 inflammasome complex,ATP binding cassette subfamily G member 1,3,0,2,0,
nickel,ABCG1,,innate immune response,ATP binding cassette subfamily G member 1,3,22,145,0,
nickel,ABCG1,,prostate cancer,ATP binding cassette subfamily G member 1,3,41,141,0,
nickel,ABCG1,,squamous cell carcinoma,ATP binding cassette subfamily G member 1,3,41,83,0,
chromium,ACE,,melanoma,angiotensin I converting enzyme,3,13,149,0,
chromium(6+),CASP9,,anaplastic large cell lymphoma,caspase 9,3,3,0,0,
chromium(6+),CASP9,,melanoma,caspase 9,3,332,47,0,
cobalt(2+),CPM,,Chronic fatigue,carboxypeptidase M,3,0,2,0,
cobalt(2+),CPM,,Cognitive impairment,carboxypeptidase M,3,1,9,0,
cobalt(2+),CPM,,Dyspnea,carboxypeptidase M,3,0,20,0,
cobalt(2+),CPM,,NLRP3 inflammasome complex,carboxypeptidase M,3,0,1,0,
cobalt(2+),CPM,,Palpitations,carboxypeptidase M,3,0,0,0,
cobalt(2+),CPM,,Tinnitus,carboxypeptidase M,3,0,5,0,
cobalt(2+),CPM,,cardiomyopathy,carboxypeptidase M,3,0,49,0,
cobalt(2+),CPM,,fibromyalgia,carboxypeptidase M,3,0,1,0,
cobalt(2+),CPM,,heart failure,carboxypeptidase M,3,1,83,0,
cobalt(2+),CPM,,hypothyroidism,carboxypeptidase M,3,0,23,0,
cobalt(2+),CPM,,innate immune response,carboxypeptidase M,3,4,46,0,
cobalt(2+),CPM,,melanoma,carboxypeptidase M,3,0,119,0,
cobalt(2+),CPM,,prostate cancer,carboxypeptidase M,3,1,116,0,
cobalt(2+),CUBN,,Chest tightness,cubilin,3,0,1,0,
cobalt(2+),CUBN,,Chronic fatigue,cubilin,3,0,2,0,
cobalt(2+),CUBN,,Cognitive impairment,cubilin,3,1,9,0,
cobalt(2+),CUBN,,Dyspnea,cubilin,3,0,20,0,
cobalt(2+),CUBN,,NLRP3 inflammasome complex,cubilin,3,1,1,0,
cobalt(2+),CUBN,,Palpitations,cubilin,3,0,0,0,
cobalt(2+),CUBN,,Tinnitus,cubilin,3,0,5,0,
cobalt(2+),CUBN,,cardiomyopathy,cubilin,3,0,49,0,
cobalt(2+),CUBN,,fibromyalgia,cubilin,3,0,1,0,
cobalt(2+),CUBN,,heart failure,cubilin,3,2,83,0,
cobalt(2+),CUBN,,hypothyroidism,cubilin,3,0,23,0,
cobalt(2+),CUBN,,innate immune response,cubilin,3,3,46,0,
cobalt(2+),CUBN,,melanoma,cubilin,3,0,119,0,
chromium,EP300,,anaplastic large cell lymphoma,E1A binding protein p300,3,0,0,0,
chromium,EP300,,melanoma,E1A binding protein p300,3,16,149,0,
nickel,LHB,,NLRP3 inflammasome complex,luteinizing hormone subunit beta,3,0,2,0,
nickel,LHB,,allergic contact dermatitis,luteinizing hormone subunit beta,3,0,1920,0,
nickel,LHB,,anaplastic large cell lymphoma,luteinizing hormone subunit beta,3,1,0,0,
nickel,LHB,,innate immune response,luteinizing hormone subunit beta,3,0,145,0,
nickel,LHB,,metal allergy,luteinizing hormone subunit beta,3,0,2517,0,
nickel,LHB,,prostate cancer,luteinizing hormone subunit beta,3,15,141,0,
nickel,LHB,,squamous cell carcinoma,luteinizing hormone subunit beta,3,3,83,0,
chromium(6+),MAPK1,,anaplastic large cell lymphoma,mitogen-activated protein kinase 1,3,5,0,0,
chromium(6+),MAPK1,,melanoma,mitogen-activated protein kinase 1,3,192,47,1,
chromium(6+),MAPK3,,anaplastic large cell lymphoma,mitogen-activated protein kinase 3,3,5,0,0,
chromium(6+),MAPK3,,melanoma,mitogen-activated protein kinase 3,3,186,47,1,
chromium(6+),MIR21,,melanoma,microRNA 21,3,134,47,0,
chromium(6+),NFKBIA,,melanoma,NFKB inhibitor alpha,3,37,47,0,
nickel,PTX3,,NLRP3 inflammasome complex,pentraxin 3,3,1,2,0,
nickel,PTX3,,allergic contact dermatitis,pentraxin 3,3,1,1920,1,
nickel,PTX3,,innate immune response,pentraxin 3,3,289,145,0,
nickel,PTX3,,periprosthetic osteolysis,pentraxin 3,3,0,5,0,
nickel,PTX3,,prostate cancer,pentraxin 3,3,12,141,0,
nickel,PTX3,,squamous cell carcinoma,pentraxin 3,3,11,83,0,
cobalt,SOD2,,Chest tightness,superoxide dismutase 2,3,0,4,0,
cobalt,SOD2,,Chronic fatigue,superoxide dismutase 2,3,4,2,0,
cobalt,SOD2,,Cognitive impairment,superoxide dismutase 2,3,29,22,0,
cobalt,SOD2,,Demyelinating polyneuropathy,superoxide dismutase 2,3,0,0,0,
cobalt,SOD2,,Dyspnea,superoxide dismutase 2,3,1,62,0,
cobalt,SOD2,,NLRP3 inflammasome complex,superoxide dismutase 2,3,0,3,0,
cobalt,SOD2,,Palpitations,superoxide dismutase 2,3,0,0,0,
cobalt,SOD2,,Tinnitus,superoxide dismutase 2,3,1,12,0,
cobalt,SOD2,,cardiomyopathy,superoxide dismutase 2,3,58,177,0,
cobalt,SOD2,,demyelinating polyneuropathy,superoxide dismutase 2,3,0,0,0,
cobalt,SOD2,,fibromyalgia,superoxide dismutase 2,3,1,2,0,
cobalt,SOD2,,heart failure,superoxide dismutase 2,3,41,175,0,
cobalt,SOD2,,hypothyroidism,superoxide dismutase 2,3,4,57,0,
cobalt,SOD2,,innate immune response,superoxide dismutase 2,3,26,138,0,
cobalt,SOD2,,melanoma,superoxide dismutase 2,3,10,329,0,
cobalt,SOD2,,prostate cancer,superoxide dismutase 2,3,35,272,0,
chromium(6+),TXN,,anaplastic large cell lymphoma,thioredoxin,3,1,0,0,
chromium(6+),TXN,,melanoma,thioredoxin,3,79,47,0,
cobalt(2+),XPNPEP2,,NLRP3 inflammasome complex,X-prolyl aminopeptidase 2,3,0,1,0,
cobalt(2+),XPNPEP2,,cardiomyopathy,X-prolyl aminopeptidase 2,3,0,49,0,
cobalt(2+),XPNPEP2,,heart failure,X-prolyl aminopeptidase 2,3,0,83,0,
cobalt(2+),XPNPEP2,,hypothyroidism,X-prolyl aminopeptidase 2,3,0,23,0,
cobalt(2+),XPNPEP2,,innate immune response,X-prolyl aminopeptidase 2,3,0,46,0,
cobalt(2+),XPNPEP2,,prostate cancer,X-prolyl aminopeptidase 2,3,1,116,0,
cobalt(2+),XPNPEP3,,Chronic fatigue,X-prolyl aminopeptidase 3,3,0,2,0,
cobalt(2+),XPNPEP3,,NLRP3 inflammasome complex,X-prolyl aminopeptidase 3,3,0,1,0,
cobalt(2+),XPNPEP3,,cardiomyopathy,X-prolyl aminopeptidase 3,3,0,49,0,
cobalt(2+),XPNPEP3,,heart failure,X-prolyl aminopeptidase 3,3,0,83,0,
cobalt(2+),XPNPEP3,,hypothyroidism,X-prolyl aminopeptidase 3,3,0,23,0,
cobalt(2+),XPNPEP3,,innate immune response,X-prolyl aminopeptidase 3,3,0,46,0,
cobalt(2+),XPNPEP3,,melanoma,X-prolyl aminopeptidase 3,3,0,119,0,
cobalt(2+),XPNPEP3,,prostate cancer,X-prolyl aminopeptidase 3,3,2,116,0,
chromium,ALPL,,melanoma,"alkaline phosphatase, biomineralization associated",2,3,149,0,
molybdenum,CASP9,,anaplastic large cell lymphoma,caspase 9,2,3,0,0,
chromium,CAV1,,anaplastic large cell lymphoma,caveolin 1,2,0,0,0,
chromium,CAV1,,melanoma,caveolin 1,2,72,149,0,
nickel,CD83,,NLRP3 inflammasome complex,CD83 molecule,2,0,2,0,
nickel,CD83,,allergic contact dermatitis,CD83 molecule,2,1,1920,0,
nickel,CD83,,innate immune response,CD83 molecule,2,34,145,0,
nickel,CD83,,prostate cancer,CD83 molecule,2,2,141,0,
nickel,CD83,,squamous cell carcinoma,CD83 molecule,2,6,83,0,
nickel,CDKL2,,NLRP3 inflammasome complex,cyclin dependent kinase like 2,2,0,2,0,
nickel,CDKL2,,anaplastic large cell lymphoma,cyclin dependent kinase like 2,2,1,0,0,
nickel,CDKL2,,innate immune response,cyclin dependent kinase like 2,2,22,145,0,
chromium,CDKN1A,,anaplastic large cell lymphoma,cyclin dependent kinase inhibitor 1A,2,0,0,0,
chromium,CDKN1A,,melanoma,cyclin dependent kinase inhibitor 1A,2,14,149,0,
nickel,CLDN1,,NLRP3 inflammasome complex,claudin 1,2,1,2,0,
nickel,CLDN1,,allergic contact dermatitis,claudin 1,2,2,1920,0,
nickel,CLDN1,,innate immune response,claudin 1,2,49,145,0,
nickel,CLDN1,,prostate cancer,claudin 1,2,31,141,0,
nickel,CLDN1,,squamous cell carcinoma,claudin 1,2,74,83,0,
chromium,CREBBP,,melanoma,CREB binding protein,2,184,149,0,
chromium(6+),CXCL8,,anaplastic large cell lymphoma,C-X-C motif chemokine ligand 8,2,0,0,0,
chromium(6+),CXCL8,,melanoma,C-X-C motif chemokine ligand 8,2,13,47,0,
nickel,GSTM4,,NLRP3 inflammasome complex,glutathione S-transferase mu 4,2,0,2,0,
nickel,GSTM4,,allergic contact dermatitis,glutathione S-transferase mu 4,2,1,1920,0,
nickel,GSTM4,,anaplastic large cell lymphoma,glutathione S-transferase mu 4,2,0,0,0,
nickel,GSTM4,,innate immune response,glutathione S-transferase mu 4,2,1,145,0,
nickel,GSTM4,,prostate cancer,glutathione S-transferase mu 4,2,7,141,0,
nickel,GSTM4,,squamous cell carcinoma,glutathione S-transferase mu 4,2,14,83,0,
chromium,HDAC1,,anaplastic large cell lymphoma,histone deacetylase 1,2,2,0,0,
chromium,HDAC1,,melanoma,histone deacetylase 1,2,19,149,0,
nickel,LCN2,,NLRP3 inflammasome complex,lipocalin 2,2,2,2,0,
nickel,LCN2,,allergic contact dermatitis,lipocalin 2,2,3,1920,1,
nickel,LCN2,,innate immune response,lipocalin 2,2,166,145,0,
nickel,LCN2,,prostate cancer,lipocalin 2,2,16,141,0,
nickel,LCN2,,squamous cell carcinoma,lipocalin 2,2,32,83,1,
chromium(6+),MAP2K4,,melanoma,mitogen-activated protein kinase kinase 4,2,41,47,0,
nickel,MT2A,,NLRP3 inflammasome complex,metallothionein 2A,2,0,2,0,
nickel,MT2A,,allergic contact dermatitis,metallothionein 2A,2,0,1920,0,
nickel,MT2A,,innate immune response,metallothionein 2A,2,1,145,0,
nickel,MT2A,,prostate cancer,metallothionein 2A,2,18,141,0,
nickel,MT2A,,squamous cell carcinoma,metallothionein 2A,2,3,83,0,
chromium,NTS,,melanoma,neurotensin,2,4,149,0,
chromium(6+),PARP1,,anaplastic large cell lymphoma,poly(ADP-ribose) polymerase 1,2,4,0,0,
chromium(6+),PARP1,,melanoma,poly(ADP-ribose) polymerase 1,2,203,47,0,
cobalt(2+),PLK3,,Chronic fatigue,polo like kinase 3,2,0,2,0,
cobalt(2+),PLK3,,Dyspnea,polo like kinase 3,2,1,20,0,
cobalt(2+),PLK3,,NLRP3 inflammasome complex,polo like kinase 3,2,1,1,0,
cobalt(2+),PLK3,,Tinnitus,polo like kinase 3,2,0,5,0,
cobalt(2+),PLK3,,cardiomyopathy,polo like kinase 3,2,1,49,0,
cobalt(2+),PLK3,,heart failure,polo like kinase 3,2,3,83,0,
cobalt(2+),PLK3,,hypothyroidism,polo like kinase 3,2,0,23,0,
cobalt(2+),PLK3,,innate immune response,polo like kinase 3,2,4,46,0,
cobalt(2+),PLK3,,melanoma,polo like kinase 3,2,13,119,0,
cobalt(2+),PLK3,,prostate cancer,polo like kinase 3,2,32,116,0,
nickel,PTGES,,NLRP3 inflammasome complex,prostaglandin E synthase,2,1,2,0,
nickel,PTGES,,innate immune response,prostaglandin E synthase,2,44,145,0,
nickel,PTGES,,periprosthetic osteolysis,prostaglandin E synthase,2,1,5,0,
nickel,PTGES,,prostate cancer,prostaglandin E synthase,2,26,141,0,
nickel,PTGES,,squamous cell carcinoma,prostaglandin E synthase,2,43,83,0,
cobalt(2+),VDR,,Chest tightness,vitamin D receptor,2,1,1,0,
cobalt(2+),VDR,,Chronic fatigue,vitamin D receptor,2,7,2,0,
cobalt(2+),VDR,,Cognitive impairment,vitamin D receptor,2,17,9,0,
cobalt(2+),VDR,,Dyspnea,vitamin D receptor,2,1,20,0,
cobalt(2+),VDR,,NLRP3 inflammasome complex,vitamin D receptor,2,0,1,0,
cobalt(2+),VDR,,Palpitations,vitamin D receptor,2,1,0,0,
cobalt(2+),VDR,,Tinnitus,vitamin D receptor,2,0,5,0,
cobalt(2+),VDR,,cardiomyopathy,vitamin D receptor,2,24,49,0,
cobalt(2+),VDR,,fibromyalgia,vitamin D receptor,2,4,1,0,
cobalt(2+),VDR,,heart failure,vitamin D receptor,2,85,83,0,
cobalt(2+),VDR,,hypothyroidism,vitamin D receptor,2,15,23,0,
cobalt(2+),VDR,,innate immune response,vitamin D receptor,2,314,46,0,
cobalt(2+),VDR,,melanoma,vitamin D receptor,2,156,119,0,
cobalt(2+),VDR,,periprosthetic osteolysis,vitamin D receptor,2,2,29,0,
cobalt(2+),VDR,,prostate cancer,vitamin D receptor,2,445,116,0,
cobalt(2+),XPNPEP1,,Chronic fatigue,X-prolyl aminopeptidase 1,2,0,2,0,
cobalt(2+),XPNPEP1,,NLRP3 inflammasome complex,X-prolyl aminopeptidase 1,2,0,1,0,
cobalt(2+),XPNPEP1,,cardiomyopathy,X-prolyl aminopeptidase 1,2,0,49,0,
cobalt(2+),XPNPEP1,,heart failure,X-prolyl aminopeptidase 1,2,0,83,0,
cobalt(2+),XPNPEP1,,hypothyroidism,X-prolyl aminopeptidase 1,2,0,23,0,
cobalt(2+),XPNPEP1,,innate immune response,X-prolyl aminopeptidase 1,2,1,46,0,
cobalt(2+),XPNPEP1,,melanoma,X-prolyl aminopeptidase 1,2,0,119,0,
cobalt(2+),XPNPEP1,,prostate cancer,X-prolyl aminopeptidase 1,2,1,116,0,
cobalt(2+),AGRN,,Chronic fatigue,agrin,1,2,2,0,
cobalt(2+),AGRN,,Cognitive impairment,agrin,1,2,9,0,
cobalt(2+),AGRN,,Dyspnea,agrin,1,2,20,0,
cobalt(2+),AGRN,,NLRP3 inflammasome complex,agrin,1,0,1,0,
cobalt(2+),AGRN,,Tinnitus,agrin,1,0,5,0,
cobalt(2+),AGRN,,cardiomyopathy,agrin,1,2,49,0,
cobalt(2+),AGRN,,heart failure,agrin,1,10,83,0,
cobalt(2+),AGRN,,hypothyroidism,agrin,1,0,23,0,
cobalt(2+),AGRN,,innate immune response,agrin,1,2,46,0,
cobalt(2+),AGRN,,melanoma,agrin,1,1,119,0,
cobalt(2+),AGRN,,prostate cancer,agrin,1,3,116,0,
chromium(6+),AIFM1,,melanoma,apoptosis inducing factor mitochondria associated 1,1,19,47,0,
chromium(6+),ANXA1,,melanoma,annexin A1,1,21,47,0,
nickel,APLNR,,NLRP3 inflammasome complex,apelin receptor,1,0,2,0,
nickel,APLNR,,allergic contact dermatitis,apelin receptor,1,0,1920,0,
nickel,APLNR,,innate immune response,apelin receptor,1,2,145,0,
nickel,APLNR,,periprosthetic osteolysis,apelin receptor,1,0,5,0,
nickel,APLNR,,prostate cancer,apelin receptor,1,4,141,0,
nickel,APLNR,,squamous cell carcinoma,apelin receptor,1,4,83,0,
chromium(6+),ARNT,,melanoma,aryl hydrocarbon receptor nuclear translocator,1,21,47,0,
chromium(6+),CASP2,,melanoma,caspase 2,1,21,47,0,
chromium(6+),CASP7,,anaplastic large cell lymphoma,caspase 7,1,0,0,0,
chromium(6+),CASP7,,melanoma,caspase 7,1,70,47,0,
molybdenum,CASP7,,anaplastic large cell lymphoma,caspase 7,1,0,0,0,
molybdenum,CASP8,,anaplastic large cell lymphoma,caspase 8,1,6,0,0,
chromium(6+),CDH1,,anaplastic large cell lymphoma,cadherin 1,1,2,0,0,
chromium(6+),CDH1,,melanoma,cadherin 1,1,419,47,0,
chromium(6+),CDKN1B,,anaplastic large cell lymphoma,cyclin dependent kinase inhibitor 1B,1,12,0,0,
chromium(6+),CDKN1B,,melanoma,cyclin dependent kinase inhibitor 1B,1,146,47,0,
nickel,CXCL8,,NLRP3 inflammasome complex,C-X-C motif chemokine ligand 8,1,0,2,0,
nickel,CXCL8,,allergic contact dermatitis,C-X-C motif chemokine ligand 8,1,0,1920,0,
nickel,CXCL8,,anaplastic large cell lymphoma,C-X-C motif chemokine ligand 8,1,0,0,0,
nickel,CXCL8,,innate immune response,C-X-C motif chemokine ligand 8,1,39,145,0,
nickel,CXCL8,,metal allergy,C-X-C motif chemokine ligand 8,1,0,2517,0,
nickel,CXCL8,,periprosthetic osteolysis,C-X-C motif chemokine ligand 8,1,0,5,0,
nickel,CXCL8,,prostate cancer,C-X-C motif chemokine ligand 8,1,12,141,0,
nickel,CXCL8,,squamous cell carcinoma,C-X-C motif chemokine ligand 8,1,10,83,0,
titanium,CXCL8,,NLRP3 inflammasome complex,C-X-C motif chemokine ligand 8,1,0,1,0,
titanium,CXCL8,,innate immune response,C-X-C motif chemokine ligand 8,1,39,208,0,
titanium,CXCL8,,periprosthetic osteolysis,C-X-C motif chemokine ligand 8,1,0,226,0,
cobalt(2+),FOLH1,,Chronic fatigue,folate hydrolase 1,1,0,2,0,
cobalt(2+),FOLH1,,Dyspnea,folate hydrolase 1,1,1,20,0,
cobalt(2+),FOLH1,,NLRP3 inflammasome complex,folate hydrolase 1,1,1,1,0,
cobalt(2+),FOLH1,,cardiomyopathy,folate hydrolase 1,1,2,49,0,
cobalt(2+),FOLH1,,heart failure,folate hydrolase 1,1,4,83,0,
cobalt(2+),FOLH1,,hypothyroidism,folate hydrolase 1,1,1,23,0,
cobalt(2+),FOLH1,,innate immune response,folate hydrolase 1,1,4,46,0,
cobalt(2+),FOLH1,,melanoma,folate hydrolase 1,1,4,119,0,
cobalt(2+),FOLH1,,prostate cancer,folate hydrolase 1,1,61,116,1,
chromium(6+),GGT1,,anaplastic large cell lymphoma,gamma-glutamyltransferase 1,1,1,0,0,
chromium(6+),GGT1,,melanoma,gamma-glutamyltransferase 1,1,37,47,0,
chromium,GJA1,,melanoma,gap junction protein alpha 1,1,3,149,0,
nickel,GPD1,,NLRP3 inflammasome complex,glycerol-3-phosphate dehydrogenase 1,1,0,2,0,
nickel,GPD1,,allergic contact dermatitis,glycerol-3-phosphate dehydrogenase 1,1,0,1920,0,
nickel,GPD1,,innate immune response,glycerol-3-phosphate dehydrogenase 1,1,5,145,0,
nickel,GPD1,,prostate cancer,glycerol-3-phosphate dehydrogenase 1,1,4,141,0,
nickel,GPD1,,squamous cell carcinoma,glycerol-3-phosphate dehydrogenase 1,1,7,83,0,
chromium(6+),GPX1,,melanoma,glutathione peroxidase 1,1,3,47,0,
chromium(6+),HDAC1,,anaplastic large cell lymphoma,histone deacetylase 1,1,2,0,0,
chromium(6+),HDAC1,,melanoma,histone deacetylase 1,1,19,47,0,
nickel,IL16,,NLRP3 inflammasome complex,interleukin 16,1,0,2,0,
nickel,IL16,,allergic contact dermatitis,interleukin 16,1,6,1920,0,
nickel,IL16,,innate immune response,interleukin 16,1,18,145,0,
nickel,IL16,,metal allergy,interleukin 16,1,2,2517,1,
nickel,IL16,,periprosthetic osteolysis,interleukin 16,1,0,5,0,
nickel,IL16,,prostate cancer,interleukin 16,1,9,141,0,
nickel,IL16,,squamous cell carcinoma,interleukin 16,1,3,83,0,
chromium(6+),MAP2K7,,melanoma,mitogen-activated protein kinase kinase 7,1,4,47,0,
chromium(6+),MLH1,,anaplastic large cell lymphoma,mutL homolog 1,1,0,0,0,
chromium(6+),MLH1,,melanoma,mutL homolog 1,1,44,47,0,
nickel,NTRK3,,NLRP3 inflammasome complex,neurotrophic receptor tyrosine kinase 3,1,0,2,0,
nickel,NTRK3,,allergic contact dermatitis,neurotrophic receptor tyrosine kinase 3,1,0,1920,0,
nickel,NTRK3,,innate immune response,neurotrophic receptor tyrosine kinase 3,1,2,145,0,
nickel,NTRK3,,periprosthetic osteolysis,neurotrophic receptor tyrosine kinase 3,1,0,5,0,
nickel,NTRK3,,prostate cancer,neurotrophic receptor tyrosine kinase 3,1,5,141,0,
nickel,NTRK3,,squamous cell carcinoma,neurotrophic receptor tyrosine kinase 3,1,6,83,0,
nickel,OSMR,,NLRP3 inflammasome complex,oncostatin M receptor,1,0,2,0,
nickel,OSMR,,allergic contact dermatitis,oncostatin M receptor,1,1,1920,0,
nickel,OSMR,,innate immune response,oncostatin M receptor,1,51,145,0,
nickel,OSMR,,prostate cancer,oncostatin M receptor,1,17,141,0,
nickel,OSMR,,squamous cell carcinoma,oncostatin M receptor,1,14,83,0,
chromium,PLK1,,melanoma,polo like kinase 1,1,27,149,0,
cobalt,RELA,,Chest tightness,"RELA proto-oncogene, NF-kB subunit",1,0,4,0,
cobalt,RELA,,Chronic fatigue,"RELA proto-oncogene, NF-kB subunit",1,0,2,0,
cobalt,RELA,,Cognitive impairment,"RELA proto-oncogene, NF-kB subunit",1,1,22,0,
cobalt,RELA,,Demyelinating polyneuropathy,"RELA proto-oncogene, NF-kB subunit",1,0,0,0,
cobalt,RELA,,Dyspnea,"RELA proto-oncogene, NF-kB subunit",1,0,62,0,
cobalt,RELA,,NLRP3 inflammasome complex,"RELA proto-oncogene, NF-kB subunit",1,0,3,0,
cobalt,RELA,,Neurotoxicity Syndromes,"RELA proto-oncogene, NF-kB subunit",1,0,51,0,
cobalt,RELA,,Palpitations,"RELA proto-oncogene, NF-kB subunit",1,0,0,0,
cobalt,RELA,,Tinnitus,"RELA proto-oncogene, NF-kB subunit",1,0,12,0,
cobalt,RELA,,cardiomyopathy,"RELA proto-oncogene, NF-kB subunit",1,1,177,0,
cobalt,RELA,,fibromyalgia,"RELA proto-oncogene, NF-kB subunit",1,0,2,0,
cobalt,RELA,,heart failure,"RELA proto-oncogene, NF-kB subunit",1,2,175,0,
cobalt,RELA,,hypothyroidism,"RELA proto-oncogene, NF-kB subunit",1,0,57,0,
cobalt,RELA,,innate immune response,"RELA proto-oncogene, NF-kB subunit",1,11,138,0,
cobalt,RELA,,melanoma,"RELA proto-oncogene, NF-kB subunit",1,4,329,0,
cobalt,RELA,,periprosthetic osteolysis,"RELA proto-oncogene, NF-kB subunit",1,0,65,0,
cobalt,RELA,,prostate cancer,"RELA proto-oncogene, NF-kB subunit",1,8,272,0,
nickel,RELA,,NLRP3 inflammasome complex,"RELA proto-oncogene, NF-kB subunit",1,0,2,0,
nickel,RELA,,allergic contact dermatitis,"RELA proto-oncogene, NF-kB subunit",1,1,1920,0,
nickel,RELA,,anaplastic large cell lymphoma,"RELA proto-oncogene, NF-kB subunit",1,0,0,0,
nickel,RELA,,innate immune response,"RELA proto-oncogene, NF-kB subunit",1,11,145,0,
nickel,RELA,,periprosthetic osteolysis,"RELA proto-oncogene, NF-kB subunit",1,0,5,0,
nickel,RELA,,prostate cancer,"RELA proto-oncogene, NF-kB subunit",1,8,141,0,
nickel,RELA,,squamous cell carcinoma,"RELA proto-oncogene, NF-kB subunit",1,7,83,0,
nickel,RHOH,,NLRP3 inflammasome complex,ras homolog family member H,1,0,2,0,
nickel,RHOH,,innate immune response,ras homolog family member H,1,4,145,0,
nickel,RHOH,,periprosthetic osteolysis,ras homolog family member H,1,0,5,0,
nickel,RHOH,,squamous cell carcinoma,ras homolog family member H,1,5,83,0,
chromium,SFTPB,,melanoma,surfactant protein B,1,1,149,0,
chromium,SLC2A4,,melanoma,solute carrier family 2 member 4,1,7,149,0,
nickel,SLC6A2,,NLRP3 inflammasome complex,solute carrier family 6 member 2,1,0,2,0,
nickel,SLC6A2,,allergic contact dermatitis,solute carrier family 6 member 2,1,0,1920,0,
nickel,SLC6A2,,innate immune response,solute carrier family 6 member 2,1,1,145,0,
nickel,SLC6A2,,prostate cancer,solute carrier family 6 member 2,1,1,141,0,
nickel,SLC6A2,,squamous cell carcinoma,solute carrier family 6 member 2,1,0,83,0,
chromium,SOD2,,anaplastic large cell lymphoma,superoxide dismutase 2,1,0,0,0,
chromium,SOD2,,melanoma,superoxide dismutase 2,1,10,149,0,
